0x140811ff;00003c0004ff8a00
0x140811ff;010203e8000a0001
0x140811ff;02000c1f40001000
0x140811ff;0300001200030016
0x140811ff;0400000018000000
0x140811ff;0522000000860000
0x140811ff;06008a0000009600
0x140811ff;070000980000009a
0x140811ff;08000000a20000
0x14080600;03e8ff8cff38ff38
0x14080601;00011f4000000000
0x14080602;0000000000000000
0x14080603;0000000000000000
0x14080604;0000000000000000
0x14080605;0000000000000000
0x14080606;0000000000000000
0x14080607;0000000000000000
0x14080608;0000000002940000
0x140812ff;0000500006ff3800
0x140812ff;0108ff38023e0000
0x140812ff;0202400000024200
0x140812ff;03000244000002a4
0x140812ff;04000002a6000000
0x140812ff;05ea000000f80000
0x140812ff;0600fe0000013800
0x140812ff;0700013a0000013c
0x140812ff;080000013e000001
0x140812ff;0940000001420000
0x140812ff;0a01440000014600
0x140812ff;0b0003660294
0x140810ff;00000c0084000000
0x140810ff;018e010400900000
0x140813ff;000014007c000100
0x140813ff;017e000000800002
0x140813ff;020082000002940f
0x140813ff;03a0
0x140811ff;00003c0004ff8a00
0x140811ff;010203e8000a0001
0x140811ff;02000c1f40001000
0x140811ff;0300001200030016
0x140811ff;0400000018000000
0x140811ff;0522000000860000
0x140811ff;06008a0000009600
0x140811ff;070000980000009a
0x140811ff;08000000a20000
0x14080600;03e8ff8aff38ff38
0x14080601;00011f4000000000
0x14080602;0000000000000000
0x14080603;0000000000000000
0x14080604;0000000000000000
0x14080605;0000000000000000
0x14080606;0000000000000000
0x14080607;0000000000000000
0x14080608;0000000002940000
0x140810ff;00000c0084000000
0x140810ff;018e010400900000
0x140812ff;0000500006ff3800
0x140812ff;0108ff38023e0000
0x140812ff;0202400000024200
0x140812ff;03000244000002a4
0x140812ff;04000002a6000000
0x140812ff;05ea000000f80000
0x140812ff;0600fe0000013800
0x140812ff;0700013a0000013c
0x140812ff;080000013e000001
0x140812ff;0940000001420000
0x140812ff;0a01440000014600
0x140812ff;0b0003660294
0x140811ff;00003c0004ff8800
0x140811ff;010203e8000a0001
0x140811ff;02000c1f40001000
0x140811ff;0300001200030016
0x140811ff;0400000018000000
0x140811ff;0522000000860000
0x140811ff;06008a0000009600
0x140811ff;070000980000009a
0x140811ff;08000000a20000
0x14080600;03e8ff84ff38ff38
0x14080601;00011f4000000000
0x14080602;0000000000000000
0x14080603;0000000000000000
0x14080604;0000000000000000
0x14080605;0000000000000000
0x14080606;0000000000000000
0x14080607;0000000000000000
0x14080608;0000000002940000
0x140810ff;00000c0084000000
0x140810ff;018e010400900000
0x140813ff;000014007c000100
0x140813ff;017e000000800002
0x140813ff;020082000002940f
0x140813ff;03a0
0x140812ff;0000500006ff3800
0x140812ff;0108ff38023e0000
0x140812ff;0202400000024200
0x140812ff;03000244000002a4
0x140812ff;04000002a6000000
0x140812ff;05ea000000f80000
0x140812ff;0600fe0000013800
0x140812ff;0700013a0000013c
